bug_type,count,example_source_id,example_category,example_bug_family,example_original_statement,example_buggy_statement,suggested_mutation_type,suggested_omp_construct,suggested_bug_omp_concept,needs_review
MASTER_TASKLOOP_SIMD_TO_TASKLOOP_SIMD,2,tests/5.0/master_taskloop_simd/test_master_taskloop_simd_device.c,master_taskloop_simd,taskloop,#pragma omp master taskloop simd,#pragma omp taskloop simd,NEEDS_REVIEW,taskloop_simd,loop,TRUE
MASTER_TASKLOOP_TO_TASKLOOP,2,tests/5.0/master_taskloop/test_master_taskloop_device.c,master_taskloop,taskloop,#pragma omp master taskloop,#pragma omp taskloop,NEEDS_REVIEW,taskloop,loop,TRUE
MULT2_TO3,1,tests/6.0/target/test_target_map_self_array.c,target,loop_body,arr[i] *= 2;,arr[i] *= 3;,NEEDS_REVIEW,target_mapping,general_code,TRUE
MULT2_TO_MULT3,1,tests/6.0/target/test_target_requires_self_maps.c,target,loop_body,x[i] *= 2;,x[i] *= 3;,NEEDS_REVIEW,target_mapping,general_code,TRUE
MULTIPLY_TO_ADD,34,tests/4.5/target/test_target_device1.c,target,loop_body,A[i] = A[i] * A[i];,A[i] = A[i] + A[i];,NEEDS_REVIEW,target_mapping,general_code,TRUE
MULTIPLY_TO_PLUS,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_depend.c,target_enter_exit_data,loop_body,h_array[i] = in_1[i]*in_2[i];,h_array[i] = in_1[i]+in_2[i];,NEEDS_REVIEW,target_mapping,general_code,TRUE
NEQ_TO_LT_N_MINUS_1,1,tests/5.0/target/test_target_parallel_for_notequals.c,target,loop_bounds,for (int i = 0; i != N; i++) {,for (int i = 0; i < N - 1; i++) {,NEEDS_REVIEW,target_mapping,loop,TRUE
OMP_ALL_MEMORY_TO_X,1,tests/5.1/depend/test_depend_inout_omp_all_memory.c,depend,task_dependency,#pragma omp task depend(inout: omp_all_memory),#pragma omp task depend(inout: x),NEEDS_REVIEW,depend,dependency,TRUE
OTHERWISE_TARGET_TO_NOTHING,1,tests/5.2/metadirective/test_metadirective_otherwise.c,metadirective,metadirective,otherwise(target map(tofrom : on_host)),otherwise(nothing),NEEDS_REVIEW,metadirective,mapping,TRUE
PARALLEL_MASTER_TASKLOOP_TO_PARALLEL_TASKLOOP,1,tests/5.0/parallel_master_taskloop/test_parallel_master_taskloop_device.c,parallel_master_taskloop,taskloop,"#pragma omp parallel master taskloop num_threads(OMPVV_NUM_THREADS_DEVICE) shared(x, y, z, num_threads)","#pragma omp parallel taskloop num_threads(OMPVV_NUM_THREADS_DEVICE) shared(x, y, z, num_threads)",NEEDS_REVIEW,parallel_master_taskloop,data_sharing,TRUE
PARALLEL_VARIANT_MATCH_TO_TARGET,1,tests/5.0/declare_variant/test_declare_variant.c,declare_variant,variant_selection,#pragma omp declare variant(p_fn) match(construct = {parallel}),#pragma omp declare variant(p_fn) match(construct = {target}),NEEDS_REVIEW,declare_variant,variant_selector,TRUE
PIN_DEVICE_INITIAL_TO_DEFAULT,1,tests/6.0/allocate/test_pin_device.c,allocate,allocate,int target_device = omp_get_initial_device();,int target_device = omp_get_default_device();,NEEDS_REVIEW,allocator,data_sharing,TRUE
PLUS1_TO_MINUS1,2,tests/5.0/teams_loop/test_target_teams_loop_firstprivate.c,teams_loop,loop_body,b[i] = a[i] + 1;,b[i] = a[i] - 1;,NEEDS_REVIEW,loop,general_code,TRUE
PLUS1_TO_PLUS2,2,tests/5.0/teams_loop/test_target_teams_loop_device.c,teams_loop,loop_body,a[i] = a[i] + 1;,a[i] = a[i] + 2;,NEEDS_REVIEW,loop,general_code,TRUE
PLUS5_TO_MINUS5,1,tests/6.0/target/test_target_access.c,target,loop_body,array[i] += 5;,array[i] -= 5;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS9_TO_PLUS8,1,tests/6.0/target/test_target_requires_self_maps.c,target,loop_body,x[i] += 9;,x[i] += 8;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS_DEVID_TO_MINUS_DEVID,1,tests/6.0/declare_target/test_declare_target_directive_local.c,declare_target,loop_body,x[j] = j + dev_id;,x[j] = j - dev_id;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS_I_TO_MINUS_I,1,tests/5.1/target/test_target_map_present_ordering.c,target,loop_body,x[i] += i;,x[i] -= i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS_TO_MINUS_CGROUP,1,tests/5.0/target/test_target_uses_allocators_cgroup.c,target,loop_body,x += j + i;,x -= j + i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS_TO_MINUS_DEFAULT,1,tests/5.0/target/test_target_uses_allocators_default.c,target,loop_body,x += j + i;,x -= j + i;,NEEDS_REVIEW,target_mapping,data_sharing,TRUE
PLUS_TO_MINUS_HIGH_BW,1,tests/5.0/target/test_target_uses_allocators_high_bw.c,target,loop_body,x += j + i;,x -= j + i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS_TO_MINUS_LARGE_CAP,1,tests/5.0/target/test_target_uses_allocators_large_cap.c,target,loop_body,x += j + i;,x -= j + i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS_TO_MINUS_LOW_LAT,1,tests/5.0/target/test_target_uses_allocators_low_lat.c,target,loop_body,x += j + i;,x -= j + i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PLUS_Y_TO_MINUS_Y,1,tests/5.1/depend/test_target_depend_out_omp_all_memory.c,depend,loop_body,x[i] += y;,x[i] -= y;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PTR_HEAP_INCREMENT_TO_ASSIGN,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_pointer_translation.c,target_enter_exit_data,loop_body,ptr_h_array_h[i] += 1;,ptr_h_array_h[i] = 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
PTR_STACK_INCREMENT_TO_ASSIGN,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_pointer_translation.c,target_enter_exit_data,loop_body,ptr_h_array_s[i] += 2;,ptr_h_array_s[i] = 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
REDUCTION_AND_TO_OR,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_and.c,target_teams_distribute,reduction,#pragma omp target teams distribute reduction(&&:result) defaultmap(tofrom:scalar),#pragma omp target teams distribute reduction(||:result) defaultmap(tofrom:scalar),NEEDS_REVIEW,target_mapping,mapping,TRUE
REDUCTION_BITAND_TO_BITOR,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_bitand.c,target_teams_distribute,reduction,#pragma omp target teams distribute reduction(&:b) defaultmap(tofrom:scalar),#pragma omp target teams distribute reduction(|:b) defaultmap(tofrom:scalar),NEEDS_REVIEW,target_mapping,mapping,TRUE
REDUCTION_BITOR_TO_BITAND,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_bitor.c,target_teams_distribute,reduction,#pragma omp target teams distribute reduction(|:b) defaultmap(tofrom:scalar),#pragma omp target teams distribute reduction(&:b) defaultmap(tofrom:scalar),NEEDS_REVIEW,target_mapping,mapping,TRUE
REDUCTION_BITXOR_TO_BITOR,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_bitxor.c,target_teams_distribute,reduction,#pragma omp target teams distribute reduction(^:b) defaultmap(tofrom:scalar),#pragma omp target teams distribute reduction(|:b) defaultmap(tofrom:scalar),NEEDS_REVIEW,target_mapping,mapping,TRUE
REDUCTION_MAX_TO_MIN,4,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_max.c,target_teams_distribute,reduction,#pragma omp target teams distribute reduction(max:result) defaultmap(tofrom:scalar),#pragma omp target teams distribute reduction(min:result) defaultmap(tofrom:scalar),NEEDS_REVIEW,target_mapping,mapping,TRUE
REDUCTION_MIN_TO_MAX,4,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_min.c,target_teams_distribute,reduction,#pragma omp target teams distribute reduction(min:result) defaultmap(tofrom:scalar),#pragma omp target teams distribute reduction(max:result) defaultmap(tofrom:scalar),NEEDS_REVIEW,target_mapping,mapping,TRUE
REDUCTION_OR_TO_AND,3,tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_or.c,target_teams_distribute,reduction,#pragma omp target teams distribute reduction(||:result) defaultmap(tofrom:scalar),#pragma omp target teams distribute reduction(&&:result) defaultmap(tofrom:scalar),NEEDS_REVIEW,target_mapping,mapping,TRUE
REPLACE_EXPLICIT_TASK_QUERY_WITH_ZERO,1,tests/5.2/runtime_calls/test_omp_in_explicit_task.c,runtime_calls,runtime_query,A[i] = omp_in_explicit_task();,A[i] = 0;,NEEDS_REVIEW,runtime_api,runtime_api,TRUE
REPLACE_IMPLICIT_TASK_QUERY_WITH_ONE,1,tests/5.2/runtime_calls/test_omp_in_explicit_task.c,runtime_calls,runtime_query,A[i] = omp_in_explicit_task();,A[i] = 1;,NEEDS_REVIEW,runtime_api,runtime_api,TRUE
REPLACE_OMP_IS_INITIAL_DEVICE_WITH_ONE,1,tests/4.5/offloading_success.c,offloading_success.c,runtime_query,{ isHost = omp_is_initial_device(); },{ isHost = 1; },NEEDS_REVIEW,offloading_success.c,runtime_api,TRUE
RESULT_AND_TO_OR,1,tests/5.0/loop/test_loop_reduction_and_device.c,loop,loop_body,result = result && a[x];,result = result || a[x];,NEEDS_REVIEW,loop,general_code,TRUE
SCALAR_ENUM_VAL4_TO_VAL3,1,tests/4.5/target/test_target_defaultmap.c,target,loop_body,scalar_enum = VAL4;,scalar_enum = VAL3;,NEEDS_REVIEW,target_mapping,general_code,TRUE
SCALAR_PLUS25_TO_PLUS24,1,tests/5.0/target/test_target_map_with_close_modifier.c,target,loop_body,scalar += 25;,scalar += 24;,NEEDS_REVIEW,target_mapping,general_code,TRUE
SCALAR_PLUS53_TO_PLUS52,1,tests/5.0/program_control/test_omp_target_offload_env_DEFAULT.c,program_control,loop_body,scalar = scalar + 53;,scalar = scalar + 52;,NEEDS_REVIEW,target_mapping,general_code,TRUE
SCHEDULE_STATIC8_TO_STATIC4,1,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_schedule_private.c,target_teams_distribute_parallel_for,schedule,"schedule(static,8)","schedule(static,4)",NEEDS_REVIEW,target_mapping,general_code,TRUE
SECOND_DEVICE_TO_FIRST,1,tests/6.0/target/test_target_access.c,target,target_configuration,int second_dev = 1;,int second_dev = 0;,NEEDS_REVIEW,target_mapping,general_code,TRUE
SHARE_INIT_5_TO_6,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_default_shared.c,target_teams_distribute,loop_body,share = 5;,share = 6;,NEEDS_REVIEW,target_mapping,general_code,TRUE
SQUARE_TO_DOUBLE,1,tests/5.0/target/test_target_parallel_is_dev_ptr.c,target,loop_body,Dev_B[i] = Hst_A[i] * Hst_A[i];,Dev_B[i] = Hst_A[i] + Hst_A[i];,NEEDS_REVIEW,target_mapping,general_code,TRUE
STEP2_TO3,2,tests/6.0/target/test_target_declare_induction.c,target,induction,int step_var = 2;,int step_var = 3;,NEEDS_REVIEW,target_mapping,general_code,TRUE
STRUCT_COPY_B_PLUS_ONE,1,tests/4.5/target_enter_data/test_target_enter_data_struct.c,target_enter_data,loop_body,singleCopy.b[i] = single.b[i];,singleCopy.b[i] = single.b[i] + 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
STRUCT_S_10_TO_9,1,tests/5.0/target/test_target_defaultmap_default.c,target,loop_body,new_struct.s = 10; new_struct.S[0] = 10; new_struct.S[1] = 10;,new_struct.s = 9; new_struct.S[0] = 10; new_struct.S[1] = 10;,NEEDS_REVIEW,target_mapping,general_code,TRUE
STRUCT_S_7_TO_8,1,tests/5.1/target/test_target_defaultmap_present_aggregate.c,target,loop_body,new_struct.s = 7; new_struct.S[0] = 70; new_struct.S[1] = 700;,new_struct.s = 8; new_struct.S[0] = 70; new_struct.S[1] = 700;,NEEDS_REVIEW,target_mapping,general_code,TRUE
SUM_INC_TO_DEC,1,tests/4.5/task/test_target_and_task_nowait.c,task,loop_body,sum++;,sum--;,NEEDS_REVIEW,task,general_code,TRUE
TARGET_ACCESS_SINGLE_TO_ALL,1,tests/6.0/target/test_target_access.c,target,allocate,"omp_alloctrait_t trait = { omp_atk_target_access, omp_atv_single };","omp_alloctrait_t trait = { omp_atk_target_access, omp_atv_all };",NEEDS_REVIEW,target_mapping,allocator,TRUE
TARGET_DATA_IF_GT_TO_LT,1,tests/4.5/target_data/test_target_data_if.c,target_data,condition,#pragma omp target data if(map_size > SIZE_THRESHOLD) map(to: map_size)  \,#pragma omp target data if(map_size < SIZE_THRESHOLD) map(to: map_size)  \,NEEDS_REVIEW,target_mapping,mapping,TRUE
TARGET_DATA_IF_PROC_TO_NOTPROC,1,tests/5.0/target/test_target_parallel_if_device.c,target,condition,"#pragma omp target data map(tofrom: A[0:N], InitDev[0:1]) if(Proc) device(gpu)","#pragma omp target data map(tofrom: A[0:N], InitDev[0:1]) if(!Proc) device(gpu)",NEEDS_REVIEW,target_mapping,mapping,TRUE
TARGET_FUNCTION_PLUS1_TO_PLUS2,1,tests/5.0/declare_target/test_declare_target_device_type_nohost.c,declare_target,loop_body,a[i] += 1;,a[i] += 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
TARGET_IF_GT_TO_GE,1,tests/4.5/target/test_target_if.c,target,condition,#pragma omp target if(size > SIZE_THRESHOLD) map(to: size)  \,#pragma omp target if(size >= SIZE_THRESHOLD) map(to: size)  \,NEEDS_REVIEW,target_mapping,mapping,TRUE
TARGET_MEMCPY_WRONG_DIRECTION,1,tests/4.5/target_data/test_target_data_map_alloc.c,target_data,runtime_api,"omp_get_initial_device(),
                                  omp_get_default_device());","omp_get_default_device(),
                                  omp_get_initial_device());",NEEDS_REVIEW,target_mapping,data_sharing,TRUE
TARGET_VARIANT_MATCH_TO_PARALLEL,1,tests/5.0/declare_variant/test_declare_variant.c,declare_variant,variant_selection,#pragma omp declare variant(t_fn) match(construct = {target}),#pragma omp declare variant(t_fn) match(construct = {parallel}),NEEDS_REVIEW,declare_variant,variant_selector,TRUE
TARGET_WRITE_100_TO_99,1,tests/4.5/target/test_target_firstprivate.c,target,loop_body,compute_array[p_val][i] = 100;,compute_array[p_val][i] = 99;,NEEDS_REVIEW,target_mapping,general_code,TRUE
TEAM_NUM_PLUS_ONE,2,tests/6.0/target/test_target_teams_groupprivate.c,target,loop_body,group_sum = omp_get_team_num();,group_sum = omp_get_team_num() + 1;,NEEDS_REVIEW,target_mapping,runtime_api,TRUE
THREAD_NUM_PLUS_ONE,1,tests/5.1/metadirective/test_metadirective_device.c,metadirective,loop_body,A[i] = omp_get_thread_num();,A[i] = omp_get_thread_num() + 1;,NEEDS_REVIEW,metadirective,runtime_api,TRUE
THREE_K_TO_TWO_K,3,tests/5.0/target_parallel_loop/test_target_parallel_loop_bind.c,target_parallel_loop,loop_body,arr[i][j][k] += i+2*j+3*k;,arr[i][j][k] += i+2*j+2*k;,NEEDS_REVIEW,loop,general_code,TRUE
TICKET_INCREMENT_TO_NOOP,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_nowait.c,target_teams_distribute,loop_body,my_ticket = ticket[0]++;,my_ticket = ticket[0];,NEEDS_REVIEW,target_mapping,general_code,TRUE
TWO_I_TO_I,1,tests/5.0/target/test_target_uses_allocators_pteam.c,target,loop_body,pteam_result[i] = 2 * i ;,pteam_result[i] = i ;,NEEDS_REVIEW,target_mapping,general_code,TRUE
UPDATE_A_PLUS1_TO_PLUS2,2,tests/5.0/declare_target/test_declare_target_device_type_any.c,declare_target,loop_body,a[i] += 1;,a[i] += 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
UPDATE_B_X2_TO_X3,1,tests/4.5/target_update/test_target_update_to.c,target_update,loop_body,b[i] = b[i] * 2;,b[i] = b[i] * 3;,NEEDS_REVIEW,target_mapping,general_code,TRUE
UPDATE_MUL3_TO_MUL2,1,tests/6.0/target/test_target_nowait_argument.c,target,loop_body,*num = (*num) * 3;,*num = (*num) * 2;,NEEDS_REVIEW,target_mapping,general_code,TRUE
UPDATE_TO_TO_FROM,5,tests/4.5/target_update/test_target_update_if.c,target_update,target_update,#pragma omp target update if (change_flag) to(b[:N]) //update b=4 for all odd iterations,#pragma omp target update if (change_flag) from(b[:N]) //update b=4 for all odd iterations,NEEDS_REVIEW,target_mapping,general_code,TRUE
VAL_PLUS2_TO_PLUS1,1,tests/5.0/target/test_target_parallel_linear.c,target,loop_body,val += 2;,val += 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
VARIANT_NOHOST_TO_HOST,1,tests/6.0/target/test_target_teams_groupprivate_devicetype_nohost.c,target,declare_variant,#pragma omp declare variant(target_func) match(device={kind(nohost)}),#pragma omp declare variant(target_func) match(device={kind(host)}),NEEDS_REVIEW,target_mapping,variant_selector,TRUE
WRONG_DECLARE_TARGET_COMPUTE,3,tests/4.5/declare_target/test_declare_target_end_declare_target.c,declare_target,loop_body,a[i] = b[i]*c[i] + aint * i;,a[i] = b[i]*c[i] + (aint + 1) * i;,NEEDS_REVIEW,target_mapping,general_code,TRUE
WRONG_HOST_ACCUMULATION,1,tests/4.5/target_data/test_target_data_use_device_ptr.c,target_data,loop_body,array_host[i] += array_device[i];,array_host[i] += 1;,NEEDS_REVIEW,target_mapping,general_code,TRUE
WRONG_PREFIX_INDEX,1,tests/5.0/loop/test_loop_collapse_device.c,loop,loop_body,b[x][y][z + 1] = b[x][y][z] + a[x][y][z];,b[x][y][z] = b[x][y][z] + a[x][y][z];,NEEDS_REVIEW,loop,general_code,TRUE
WRONG_PREFIX_OUTPUT_INDEX,2,tests/4.5/target_simd/test_target_simd_collapse.c,target_simd,loop_body,b[x][y][z + 1] = b[x][y][z] + a[x][y][z];,b[x][y][z] = b[x][y][z] + a[x][y][z];,NEEDS_REVIEW,target_mapping,general_code,TRUE
WRONG_PRODUCT_OPERATOR,1,tests/4.5/application_kernels/mmm_target.c,application_kernels,loop_body,c[i*rowA+j] = a[i*rowA+j] * b[k*colA+j];,c[i*rowA+j] = a[i*rowA+j] + b[k*colA+j];,NEEDS_REVIEW,target_mapping,general_code,TRUE
WRONG_WHEN_CONTEXT,1,tests/5.2/metadirective/test_metadirective_otherwise.c,metadirective,metadirective,when(device = {kind(nohost)}: nothing),when(device = {kind(host)}: nothing),NEEDS_REVIEW,metadirective,general_code,TRUE
X_10_TO_9,2,tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_acq_rel.c,target_requires,loop_body,x = 10;,x = 9;,NEEDS_REVIEW,atomic,general_code,TRUE
X_2I_TO_I,2,tests/5.0/allocate/test_allocate_on_device.c,allocate,loop_body,x[i] = 2*i;,x[i] = i;,NEEDS_REVIEW,allocator,general_code,TRUE
X_INC_TO_PLUS2,1,tests/5.0/atomic/test_atomic_num_hint_device.c,atomic,loop_body,x++;,x += 2;,NEEDS_REVIEW,atomic,general_code,TRUE
X_PLUS1_TO_PLUS2,1,tests/5.0/target_teams_distribute_parallel_for_simd/test_target_teams_distribute_parallel_for_simd_atomic.c,target_teams_distribute_parallel_for_simd,loop_body,x += 1;,x += 2;,NEEDS_REVIEW,atomic,general_code,TRUE
Y_INCREMENT_TO_PLUS2,1,tests/6.0/taskgraph/test_taskgraph_target.c,taskgraph,loop_body,++y;,y += 2;,NEEDS_REVIEW,taskgraph,general_code,TRUE
Y_PLUS2_TO_MINUS2,2,tests/5.1/order/test_taskloop_simd_order_reproducible_device.c,order,loop_body,y[i] = x[i] + 2;,y[i] = x[i] - 2;,NEEDS_REVIEW,taskloop_simd,general_code,TRUE
ZERO_LENGTH_POINTER_TO_FULL_MAP,1,tests/4.5/target/test_target_map_zero_length_pointer.c,target,target_mapping,#pragma omp target,#pragma omp target map(p[0:N]),NEEDS_REVIEW,target_mapping,mapping,TRUE
